municipio;periodo;internacoes;periodo_data;media_permanencia;dias_permanencia;obitos;taxa_mortalidade;valor_total
351550 FERNANDOPOLIS;2025/Ago;602.0;2025-08-01;3.5;2094.0;29.0;4.82;703346.36
351570 FERRAZ DE VASCONCELOS;2025/Ago;810.0;2025-08-01;5.5;4476.0;47.0;5.8;789575.59
351600 FLORIDA PAULISTA;2025/Ago;84.0;2025-08-01;2.3;192.0;2.0;2.38;28022.14
351620 FRANCA;2025/Ago;2149.0;2025-08-01;5.5;11845.0;123.0;5.72;5699468.83
351630 FRANCISCO MORATO;2025/Ago;1112.0;2025-08-01;4.0;4467.0;51.0;4.59;1107381.33
351640 FRANCO DA ROCHA;2025/Ago;711.0;2025-08-01;7.8;5520.0;42.0;5.91;922936.76
351660 GALIA;2025/Ago;10.0;2025-08-01;4.0;40.0;1.0;10.0;4588.21
351670 GARCA;2025/Ago;252.0;2025-08-01;20.7;5216.0;18.0;7.14;554935.83
351690 GENERAL SALGADO;2025/Ago;35.0;2025-08-01;3.9;138.0;2.0;5.71;18268.6
351700 GETULINA;2025/Ago;35.0;2025-08-01;3.3;114.0;1.0;2.86;12766.98
351740 GUAIRA;2025/Ago;305.0;2025-08-01;2.8;851.0;5.0;1.64;444191.31
351760 GUAPIARA;2025/Ago;34.0;2025-08-01;3.7;127.0;3.0;8.82;12241.81
351770 GUARA;2025/Ago;70.0;2025-08-01;3.3;233.0;1.0;1.43;37854.46
351780 GUARACAI;2025/Ago;45.0;2025-08-01;3.0;134.0;1.0;2.22;20440.45
351820 GUARARAPES;2025/Ago;132.0;2025-08-01;4.1;545.0;8.0;6.06;63031.85
351830 GUARAREMA;2025/Ago;130.0;2025-08-01;2.8;365.0;6.0;4.62;60584.62
351840 GUARATINGUETA;2025/Ago;576.0;2025-08-01;4.8;2765.0;48.0;8.33;993809.36
351860 GUARIBA;2025/Ago;104.0;2025-08-01;3.2;330.0;8.0;7.69;49386.65
351870 GUARUJA;2025/Ago;1079.0;2025-08-01;5.8;6281.0;68.0;6.3;2462363.9
351880 GUARULHOS;2025/Ago;4942.0;2025-08-01;5.1;25262.0;309.0;6.25;7257263.44
351900 HERCULANDIA;2025/Ago;71.0;2025-08-01;3.2;228.0;0.0;0.0;27385.19
351907 HORTOLANDIA;2025/Ago;491.0;2025-08-01;4.1;2029.0;31.0;6.31;481875.34
351910 IACANGA;2025/Ago;77.0;2025-08-01;2.3;178.0;1.0;1.3;16827.15
351930 IBATE;2025/Ago;81.0;2025-08-01;2.8;226.0;3.0;3.7;60426.81
351940 IBIRA;2025/Ago;36.0;2025-08-01;4.0;144.0;2.0;5.56;15879.03
351960 IBITINGA;2025/Ago;401.0;2025-08-01;2.8;1135.0;33.0;8.23;395727.13
351970 IBIUNA;2025/Ago;370.0;2025-08-01;3.4;1250.0;12.0;3.24;194065.62
351990 IEPE;2025/Ago;67.0;2025-08-01;3.0;204.0;2.0;2.99;26407.7
352010 IGARAPAVA;2025/Ago;108.0;2025-08-01;5.2;566.0;6.0;5.56;57446.04
352040 ILHABELA;2025/Ago;260.0;2025-08-01;2.7;711.0;4.0;1.54;219365.99
352044 ILHA SOLTEIRA;2025/Ago;226.0;2025-08-01;3.2;725.0;9.0;3.98;229234.6
352050 INDAIATUBA;2025/Ago;1936.0;2025-08-01;3.3;6452.0;54.0;2.79;2170529.54
352070 INDIAPORA;2025/Ago;31.0;2025-08-01;3.8;118.0;3.0;9.68;10861.68
352090 IPAUSSU;2025/Ago;80.0;2025-08-01;2.8;221.0;3.0;3.75;46610.02
352130 IPUA;2025/Ago;83.0;2025-08-01;2.3;187.0;2.0;2.41;40466.29
352170 ITABERA;2025/Ago;105.0;2025-08-01;2.1;224.0;2.0;1.9;52479.05
352180 ITAI;2025/Ago;93.0;2025-08-01;3.6;331.0;6.0;6.45;36328.38
352190 ITAJOBI;2025/Ago;81.0;2025-08-01;6.3;510.0;12.0;14.81;32508.1
352210 ITANHAEM;2025/Ago;957.0;2025-08-01;4.3;4084.0;49.0;5.12;1277063.69
352220 ITAPECERICA DA SERRA;2025/Ago;1461.0;2025-08-01;3.8;5562.0;71.0;4.86;1722353.73
352230 ITAPETININGA;2025/Ago;863.0;2025-08-01;5.9;5082.0;76.0;8.81;907074.26
352240 ITAPEVA;2025/Ago;912.0;2025-08-01;4.1;3755.0;57.0;6.25;1620658.56
352250 ITAPEVI;2025/Ago;1361.0;2025-08-01;4.1;5612.0;50.0;3.67;1279293.16
352260 ITAPIRA;2025/Ago;585.0;2025-08-01;23.3;13652.0;43.0;7.35;1203899.7
352270 ITAPOLIS;2025/Ago;285.0;2025-08-01;3.3;931.0;12.0;4.21;306787.88
352280 ITAPORANGA;2025/Ago;83.0;2025-08-01;2.7;223.0;2.0;2.41;33617.66
352290 ITAPUI;2025/Ago;0.0;2025-08-01;0.0;0.0;0.0;0.0;0.0
352310 ITAQUAQUECETUBA;2025/Ago;1373.0;2025-08-01;5.9;8162.0;99.0;7.21;1530762.88
352320 ITARARE;2025/Ago;330.0;2025-08-01;2.2;722.0;11.0;3.33;254061.28
352340 ITATIBA;2025/Ago;619.0;2025-08-01;2.9;1782.0;33.0;5.33;773600.08
352350 ITATINGA;2025/Ago;34.0;2025-08-01;2.5;84.0;2.0;5.88;13219.81
352360 ITIRAPINA;2025/Ago;10.0;2025-08-01;6.4;64.0;2.0;20.0;6205.35
352390 ITU;2025/Ago;782.0;2025-08-01;3.9;3065.0;34.0;4.35;1152061.28
352400 ITUPEVA;2025/Ago;181.0;2025-08-01;3.8;692.0;10.0;5.52;72715.08
352410 ITUVERAVA;2025/Ago;316.0;2025-08-01;4.5;1409.0;16.0;5.06;644216.46
352420 JABORANDI;2025/Ago;3.0;2025-08-01;3.3;10.0;0.0;0.0;682.31
352430 JABOTICABAL;2025/Ago;160.0;2025-08-01;5.4;870.0;9.0;5.63;162636.02
352440 JACAREI;2025/Ago;1351.0;2025-08-01;4.0;5345.0;67.0;4.96;2264462.78
352450 JACI;2025/Ago;59.0;2025-08-01;6.4;380.0;3.0;5.08;36068.56
352470 JAGUARIUNA;2025/Ago;335.0;2025-08-01;3.7;1256.0;25.0;7.46;413403.46
352480 JALES;2025/Ago;698.0;2025-08-01;3.1;2178.0;41.0;5.87;1184527.13
352520 JARINU;2025/Ago;55.0;2025-08-01;3.6;200.0;0.0;0.0;13905.98
352530 JAU;2025/Ago;2289.0;2025-08-01;5.6;12748.0;147.0;6.42;5927747.94
352550 JOANOPOLIS;2025/Ago;16.0;2025-08-01;3.9;62.0;3.0;18.75;4911.86
352570 JOSE BONIFACIO;2025/Ago;188.0;2025-08-01;4.0;749.0;5.0;2.66;102437.5
352590 JUNDIAI;2025/Ago;3467.0;2025-08-01;3.9;13640.0;133.0;3.84;4967763.71
352600 JUNQUEIROPOLIS;2025/Ago;109.0;2025-08-01;6.3;690.0;5.0;4.59;51499.4
352640 LARANJAL PAULISTA;2025/Ago;131.0;2025-08-01;3.7;484.0;12.0;9.16;61485.52
352670 LEME;2025/Ago;453.0;2025-08-01;3.4;1560.0;33.0;7.28;546090.34
352680 LENCOIS PAULISTA;2025/Ago;234.0;2025-08-01;3.5;819.0;12.0;5.13;319048.8
352690 LIMEIRA;2025/Ago;1355.0;2025-08-01;4.3;5773.0;78.0;5.76;4001505.02
352710 LINS;2025/Ago;666.0;2025-08-01;7.1;4746.0;30.0;4.5;736771.85
352720 LORENA;2025/Ago;433.0;2025-08-01;4.9;2141.0;31.0;7.16;764219.27
352730 LOUVEIRA;2025/Ago;241.0;2025-08-01;2.3;553.0;11.0;4.56;134850.67
352740 LUCELIA;2025/Ago;62.0;2025-08-01;4.9;301.0;6.0;9.68;17583.88
352800 MACATUBA;2025/Ago;63.0;2025-08-01;3.9;244.0;2.0;3.17;27978.16
352810 MACAUBAL;2025/Ago;7.0;2025-08-01;3.4;24.0;1.0;14.29;2500.11
352850 MAIRIPORA;2025/Ago;233.0;2025-08-01;2.9;682.0;10.0;4.29;90587.96
352880 MARACAI;2025/Ago;68.0;2025-08-01;3.8;258.0;4.0;5.88;35172.23
352900 MARILIA;2025/Ago;2587.0;2025-08-01;6.0;15507.0;137.0;5.3;7354953.67
352920 MARTINOPOLIS;2025/Ago;233.0;2025-08-01;2.0;472.0;4.0;1.72;103110.11
352930 MATAO;2025/Ago;553.0;2025-08-01;4.3;2390.0;26.0;4.7;1774804.72
352940 MAUA;2025/Ago;1254.0;2025-08-01;5.1;6340.0;80.0;6.38;1359534.26
352970 MIGUELOPOLIS;2025/Ago;134.0;2025-08-01;3.5;475.0;5.0;3.73;61901.49
353010 MIRANDOPOLIS;2025/Ago;266.0;2025-08-01;4.3;1155.0;22.0;8.27;282582.94
353030 MIRASSOL;2025/Ago;182.0;2025-08-01;2.3;415.0;2.0;1.1;95328.99
353050 MOCOCA;2025/Ago;440.0;2025-08-01;3.6;1572.0;32.0;7.27;512449.77
353060 MOGI DAS CRUZES;2025/Ago;3163.0;2025-08-01;4.6;14703.0;174.0;5.5;5269992.73
353070 MOGI GUACU;2025/Ago;947.0;2025-08-01;4.8;4571.0;51.0;5.39;1568653.34
353080 MOGI MIRIM;2025/Ago;440.0;2025-08-01;4.6;2008.0;38.0;8.64;868764.37
353110 MONGAGUA;2025/Ago;92.0;2025-08-01;3.9;360.0;5.0;5.43;20916.69
353130 MONTE ALTO;2025/Ago;240.0;2025-08-01;4.6;1114.0;12.0;5.0;394958.66
353140 MONTE APRAZIVEL;2025/Ago;302.0;2025-08-01;2.1;638.0;3.0;0.99;142065.97
353150 MONTE AZUL PAULISTA;2025/Ago;141.0;2025-08-01;2.1;290.0;3.0;2.13;182970.05
353180 MONTE MOR;2025/Ago;108.0;2025-08-01;2.8;307.0;4.0;3.7;51858.45
353190 MORRO AGUDO;2025/Ago;144.0;2025-08-01;2.7;392.0;7.0;4.86;134915.82
353200 MORUNGABA;2025/Ago;15.0;2025-08-01;2.9;43.0;0.0;0.0;6116.6
353240 NAZARE PAULISTA;2025/Ago;46.0;2025-08-01;5.9;270.0;8.0;17.39;20037.47
353250 NEVES PAULISTA;2025/Ago;4.0;2025-08-01;3.3;13.0;0.0;0.0;1615.02
353260 NHANDEARA;2025/Ago;242.0;2025-08-01;2.1;511.0;5.0;2.07;173278.27
353290 NOVA EUROPA;2025/Ago;33.0;2025-08-01;3.9;129.0;5.0;15.15;15241.56
353300 NOVA GRANADA;2025/Ago;160.0;2025-08-01;2.9;467.0;3.0;1.88;69667.02
353340 NOVA ODESSA;2025/Ago;141.0;2025-08-01;5.7;808.0;9.0;6.38;79287.91
353350 NOVO HORIZONTE;2025/Ago;217.0;2025-08-01;3.8;829.0;22.0;10.14;349400.05
353390 OLIMPIA;2025/Ago;347.0;2025-08-01;4.9;1699.0;28.0;8.07;398871.65
353430 ORLANDIA;2025/Ago;168.0;2025-08-01;1.8;310.0;6.0;3.57;71495.63
353440 OSASCO;2025/Ago;2383.0;2025-08-01;5.7;13573.0;188.0;7.89;3451725.08
353460 OSVALDO CRUZ;2025/Ago;211.0;2025-08-01;3.2;685.0;11.0;5.21;117255.3
353470 OURINHOS;2025/Ago;950.0;2025-08-01;4.1;3889.0;63.0;6.63;1787246.96
353475 OUROESTE;2025/Ago;45.0;2025-08-01;3.1;141.0;2.0;4.44;29627.87
353520 PALMEIRA D'OESTE;2025/Ago;62.0;2025-08-01;2.9;177.0;0.0;0.0;20301.17
353530 PALMITAL;2025/Ago;188.0;2025-08-01;2.0;385.0;10.0;5.32;119750.76
353550 PARAGUACU PAULISTA;2025/Ago;416.0;2025-08-01;3.5;1473.0;26.0;6.25;570623.29
353580 PARANAPANEMA;2025/Ago;72.0;2025-08-01;2.9;208.0;3.0;4.17;27360.41
353600 PARAPUA;2025/Ago;0.0;2025-08-01;0.0;0.0;0.0;0.0;0.0
353620 PARIQUERA-ACU;2025/Ago;779.0;2025-08-01;4.4;3452.0;40.0;5.13;1140846.33
353630 PATROCINIO PAULISTA;2025/Ago;82.0;2025-08-01;3.7;305.0;3.0;3.66;41888.92
353650 PAULINIA;2025/Ago;767.0;2025-08-01;3.9;2978.0;34.0;4.43;807391.76
353660 PAULO DE FARIA;2025/Ago;13.0;2025-08-01;4.2;55.0;0.0;0.0;5886.09
353670 PEDERNEIRAS;2025/Ago;183.0;2025-08-01;4.2;768.0;16.0;8.74;195569.47
353700 PEDREGULHO;2025/Ago;99.0;2025-08-01;2.2;216.0;1.0;1.01;44836.85
353710 PEDREIRA;2025/Ago;104.0;2025-08-01;5.1;533.0;8.0;7.69;70846.0
353730 PENAPOLIS;2025/Ago;482.0;2025-08-01;6.1;2943.0;41.0;8.51;591856.9
353740 PEREIRA BARRETO;2025/Ago;62.0;2025-08-01;3.5;215.0;1.0;1.61;26857.75
353780 PIEDADE;2025/Ago;273.0;2025-08-01;3.2;881.0;24.0;8.79;125251.26
353790 PILAR DO SUL;2025/Ago;100.0;2025-08-01;2.9;285.0;4.0;4.0;50350.23
353800 PINDAMONHANGABA;2025/Ago;611.0;2025-08-01;5.0;3085.0;27.0;4.42;837852.99
353860 PIRACAIA;2025/Ago;39.0;2025-08-01;3.5;137.0;6.0;15.38;13054.15
353870 PIRACICABA;2025/Ago;3047.0;2025-08-01;3.3;10098.0;116.0;3.81;6922576.46
353880 PIRAJU;2025/Ago;172.0;2025-08-01;2.8;481.0;12.0;6.98;90186.21
353890 PIRAJUI;2025/Ago;134.0;2025-08-01;2.2;298.0;7.0;5.22;71212.71
353900 PIRANGI;2025/Ago;122.0;2025-08-01;2.2;274.0;2.0;1.64;99050.62
353930 PIRASSUNUNGA;2025/Ago;217.0;2025-08-01;5.5;1192.0;17.0;7.83;296788.64
353940 PIRATININGA;2025/Ago;25.0;2025-08-01;7.2;180.0;1.0;4.0;7515.96
353950 PITANGUEIRAS;2025/Ago;127.0;2025-08-01;2.6;325.0;4.0;3.15;84522.49
354000 POMPEIA;2025/Ago;80.0;2025-08-01;3.0;239.0;2.0;2.5;35366.27
354020 PONTAL;2025/Ago;116.0;2025-08-01;1.8;203.0;5.0;4.31;57021.8
354040 POPULINA;2025/Ago;9.0;2025-08-01;4.8;43.0;0.0;0.0;4638.93
354060 PORTO FELIZ;2025/Ago;415.0;2025-08-01;2.1;856.0;13.0;3.13;308329.13
354070 PORTO FERREIRA;2025/Ago;206.0;2025-08-01;3.1;636.0;17.0;8.25;211522.62
354080 POTIRENDABA;2025/Ago;109.0;2025-08-01;2.6;278.0;3.0;2.75;40774.3
354100 PRAIA GRANDE;2025/Ago;859.0;2025-08-01;6.8;5878.0;50.0;5.82;1231409.87
354120 PRESIDENTE BERNARDES;2025/Ago;88.0;2025-08-01;3.2;278.0;0.0;0.0;32776.57
354130 PRESIDENTE EPITACIO;2025/Ago;255.0;2025-08-01;3.4;877.0;14.0;5.49;132655.0
354140 PRESIDENTE PRUDENTE;2025/Ago;3896.0;2025-08-01;5.8;22685.0;178.0;4.57;7842258.51
354150 PRESIDENTE VENCESLAU;2025/Ago;197.0;2025-08-01;3.7;729.0;9.0;4.57;239315.89
354160 PROMISSAO;2025/Ago;334.0;2025-08-01;3.4;1145.0;17.0;5.09;351171.38
354190 QUELUZ;2025/Ago;22.0;2025-08-01;4.4;96.0;2.0;9.09;8769.59
354220 RANCHARIA;2025/Ago;345.0;2025-08-01;2.6;886.0;22.0;6.38;409674.41
354240 REGENTE FEIJO;2025/Ago;81.0;2025-08-01;3.0;242.0;1.0;1.23;25070.19
354260 REGISTRO;2025/Ago;829.0;2025-08-01;3.6;2965.0;20.0;2.41;977083.64
354290 RIBEIRAO BONITO;2025/Ago;25.0;2025-08-01;2.5;62.0;5.0;20.0;17210.41
354300 RIBEIRAO BRANCO;2025/Ago;26.0;2025-08-01;3.9;101.0;3.0;11.54;9381.55
354330 RIBEIRAO PIRES;2025/Ago;146.0;2025-08-01;5.5;799.0;24.0;16.44;100381.92
354340 RIBEIRAO PRETO;2025/Ago;7953.0;2025-08-01;4.5;35615.0;334.0;4.2;18263436.11
354380 RINOPOLIS;2025/Ago;29.0;2025-08-01;5.6;161.0;2.0;6.9;12187.61
354390 RIO CLARO;2025/Ago;973.0;2025-08-01;6.2;6032.0;37.0;3.8;1709704.44
354400 RIO DAS PEDRAS;2025/Ago;86.0;2025-08-01;1.7;150.0;5.0;5.81;21782.99
354420 RIOLANDIA;2025/Ago;23.0;2025-08-01;3.7;84.0;3.0;13.04;6539.53
354425 ROSANA;2025/Ago;242.0;2025-08-01;3.5;845.0;7.0;2.89;120491.39
354490 SALES OLIVEIRA;2025/Ago;31.0;2025-08-01;2.3;71.0;1.0;3.23;12844.02
354500 SALESOPOLIS;2025/Ago;27.0;2025-08-01;2.2;59.0;5.0;18.52;8565.05
354520 SALTO;2025/Ago;557.0;2025-08-01;2.7;1527.0;25.0;4.49;450602.56
354530 SALTO DE PIRAPORA;2025/Ago;241.0;2025-08-01;1.8;442.0;4.0;1.66;234037.4
354540 SALTO GRANDE;2025/Ago;63.0;2025-08-01;2.2;136.0;6.0;9.52;23021.15
354560 SANTA ADELIA;2025/Ago;83.0;2025-08-01;3.2;263.0;2.0;2.41;132214.39
354580 SANTA BARBARA D'OESTE;2025/Ago;829.0;2025-08-01;2.5;2069.0;36.0;4.34;1001229.21
354630 SANTA CRUZ DAS PALMEIRAS;2025/Ago;95.0;2025-08-01;2.5;235.0;4.0;4.21;51839.69
354640 SANTA CRUZ DO RIO PARDO;2025/Ago;356.0;2025-08-01;3.7;1319.0;11.0;3.09;544917.08
354660 SANTA FE DO SUL;2025/Ago;325.0;2025-08-01;4.5;1456.0;11.0;3.38;381078.94
354680 SANTA ISABEL;2025/Ago;193.0;2025-08-01;5.6;1087.0;14.0;7.25;238832.61
354730 SANTANA DE PARNAIBA;2025/Ago;305.0;2025-08-01;4.6;1414.0;17.0;5.57;114258.38
354750 SANTA RITA DO PASSA QUATRO;2025/Ago;137.0;2025-08-01;10.5;1436.0;6.0;4.38;90152.67
354760 SANTA ROSA DE VITERBO;2025/Ago;87.0;2025-08-01;4.3;376.0;3.0;3.45;28275.12
354770 SANTO ANASTACIO;2025/Ago;151.0;2025-08-01;3.6;545.0;5.0;3.31;56800.91
354780 SANTO ANDRE;2025/Ago;3813.0;2025-08-01;4.5;16997.0;261.0;6.85;7855217.98
354790 SANTO ANTONIO DA ALEGRIA;2025/Ago;14.0;2025-08-01;2.9;40.0;0.0;0.0;5489.44
354850 SANTOS;2025/Ago;2955.0;2025-08-01;5.8;17164.0;140.0;4.74;6452174.02
354860 SAO BENTO DO SAPUCAI;2025/Ago;49.0;2025-08-01;4.5;219.0;4.0;8.16;20903.23
354870 SAO BERNARDO DO CAMPO;2025/Ago;3498.0;2025-08-01;5.9;20611.0;196.0;5.6;8479280.38
354880 SAO CAETANO DO SUL;2025/Ago;1271.0;2025-08-01;4.1;5194.0;97.0;7.63;1846961.94
354890 SAO CARLOS;2025/Ago;1683.0;2025-08-01;3.9;6565.0;77.0;4.58;3366217.53
354910 SAO JOAO DA BOA VISTA;2025/Ago;550.0;2025-08-01;4.9;2705.0;51.0;9.27;1042003.83
354940 SAO JOAQUIM DA BARRA;2025/Ago;354.0;2025-08-01;3.2;1145.0;26.0;7.34;658587.02
354970 SAO JOSE DO RIO PARDO;2025/Ago;350.0;2025-08-01;3.4;1207.0;22.0;6.29;494817.04
354980 SAO JOSE DO RIO PRETO;2025/Ago;8114.0;2025-08-01;4.6;36999.0;347.0;4.28;25838830.43
354990 SAO JOSE DOS CAMPOS;2025/Ago;5100.0;2025-08-01;4.7;23915.0;285.0;5.59;11688803.94
355000 SAO LUIS DO PARAITINGA;2025/Ago;18.0;2025-08-01;4.9;89.0;1.0;5.56;6358.74
355010 SAO MANUEL;2025/Ago;152.0;2025-08-01;3.2;481.0;17.0;11.18;176920.67
355020 SAO MIGUEL ARCANJO;2025/Ago;103.0;2025-08-01;6.4;659.0;7.0;6.8;57191.52
355030 SAO PAULO;2025/Ago;64714.0;2025-08-01;5.2;335676.0;3305.0;5.11;157600652.41
355040 SAO PEDRO;2025/Ago;442.0;2025-08-01;1.7;741.0;12.0;2.71;675781.6
355060 SAO ROQUE;2025/Ago;431.0;2025-08-01;4.3;1869.0;38.0;8.82;457868.64
355070 SAO SEBASTIAO;2025/Ago;518.0;2025-08-01;3.4;1741.0;18.0;3.47;430061.28
355080 SAO SEBASTIAO DA GRAMA;2025/Ago;47.0;2025-08-01;4.1;193.0;3.0;6.38;20111.44
355090 SAO SIMAO;2025/Ago;27.0;2025-08-01;7.1;193.0;1.0;3.7;17122.09
355100 SAO VICENTE;2025/Ago;804.0;2025-08-01;4.3;3447.0;63.0;7.84;1049141.72
355150 SERRANA;2025/Ago;341.0;2025-08-01;4.8;1627.0;17.0;4.99;366045.73
355160 SERRA NEGRA;2025/Ago;196.0;2025-08-01;2.6;516.0;13.0;6.63;162021.54
355170 SERTAOZINHO;2025/Ago;589.0;2025-08-01;3.5;2069.0;28.0;4.75;915983.01
355200 SILVEIRAS;2025/Ago;1.0;2025-08-01;1.0;1.0;1.0;100.0;582.42
355210 SOCORRO;2025/Ago;419.0;2025-08-01;1.8;768.0;20.0;4.77;357685.09
355220 SOROCABA;2025/Ago;5209.0;2025-08-01;5.1;26724.0;370.0;7.1;11018783.81
355230 SUD MENNUCCI;2025/Ago;20.0;2025-08-01;3.8;76.0;0.0;0.0;10814.38
355240 SUMARE;2025/Ago;1105.0;2025-08-01;4.6;5029.0;37.0;3.35;2338986.29
355250 SUZANO;2025/Ago;736.0;2025-08-01;6.7;4966.0;68.0;9.24;992570.69
355260 TABAPUA;2025/Ago;79.0;2025-08-01;2.9;233.0;0.0;0.0;72506.43
355270 TABATINGA;2025/Ago;86.0;2025-08-01;3.5;304.0;1.0;1.16;62008.49
355280 TABOAO DA SERRA;2025/Ago;1889.0;2025-08-01;4.2;7869.0;76.0;4.02;3033525.98
355300 TAGUAI;2025/Ago;56.0;2025-08-01;2.9;164.0;0.0;0.0;23471.2
355330 TAMBAU;2025/Ago;111.0;2025-08-01;2.6;294.0;1.0;0.9;51358.9
355340 TANABI;2025/Ago;103.0;2025-08-01;5.9;608.0;4.0;3.88;59665.1
355360 TAPIRATIBA;2025/Ago;32.0;2025-08-01;3.2;103.0;3.0;9.38;17855.81
355370 TAQUARITINGA;2025/Ago;374.0;2025-08-01;3.4;1266.0;8.0;2.14;337691.89
355380 TAQUARITUBA;2025/Ago;167.0;2025-08-01;2.4;395.0;4.0;2.4;58292.31
355400 TATUI;2025/Ago;405.0;2025-08-01;3.7;1485.0;24.0;5.93;390389.03
355410 TAUBATE;2025/Ago;1901.0;2025-08-01;4.2;7890.0;97.0;5.1;4744607.95
355430 TEODORO SAMPAIO;2025/Ago;104.0;2025-08-01;3.7;381.0;7.0;6.73;35916.32
355440 TERRA ROXA;2025/Ago;4.0;2025-08-01;5.8;23.0;0.0;0.0;1566.09
355450 TIETE;2025/Ago;199.0;2025-08-01;2.9;568.0;3.0;1.51;93435.2
355470 TORRINHA;2025/Ago;5.0;2025-08-01;3.2;16.0;0.0;0.0;2573.6
355500 TUPA;2025/Ago;668.0;2025-08-01;4.8;3236.0;49.0;7.34;1151484.37
355510 TUPI PAULISTA;2025/Ago;120.0;2025-08-01;4.4;526.0;6.0;5.0;68995.76
355540 UBATUBA;2025/Ago;442.0;2025-08-01;2.9;1260.0;8.0;1.81;221495.99
355580 URANIA;2025/Ago;31.0;2025-08-01;4.0;125.0;0.0;0.0;11241.63
355600 URUPES;2025/Ago;82.0;2025-08-01;2.7;222.0;0.0;0.0;52215.26
355620 VALINHOS;2025/Ago;385.0;2025-08-01;4.7;1808.0;38.0;9.87;528597.39
355630 VALPARAISO;2025/Ago;70.0;2025-08-01;3.7;258.0;1.0;1.43;41536.73
355640 VARGEM GRANDE DO SUL;2025/Ago;194.0;2025-08-01;3.8;745.0;22.0;11.34;99211.79
355650 VARZEA PAULISTA;2025/Ago;61.0;2025-08-01;3.2;193.0;8.0;13.11;21823.85
355670 VINHEDO;2025/Ago;474.0;2025-08-01;3.4;1619.0;21.0;4.43;538969.92
355680 VIRADOURO;2025/Ago;15.0;2025-08-01;2.1;32.0;0.0;0.0;4406.65
355700 VOTORANTIM;2025/Ago;319.0;2025-08-01;4.3;1374.0;16.0;5.02;333470.44
355710 VOTUPORANGA;2025/Ago;973.0;2025-08-01;3.2;3162.0;49.0;5.04;1637767.24
355720 CHAVANTES;2025/Ago;89.0;2025-08-01;2.9;261.0;2.0;2.25;40915.91
350010 ADAMANTINA;2025/Set;486.0;2025-09-01;8.2;3972.0;19.0;3.91;753666.06
350030 AGUAI;2025/Set;36.0;2025-09-01;6.1;219.0;3.0;8.33;20514.41
350050 AGUAS DE LINDOIA;2025/Set;68.0;2025-09-01;4.3;290.0;8.0;11.76;40437.16
350070 AGUDOS;2025/Set;102.0;2025-09-01;1.9;198.0;0.0;0.0;55326.37
350100 ALTINOPOLIS;2025/Set;166.0;2025-09-01;1.8;293.0;3.0;1.81;52207.78
350110 ALTO ALEGRE;2025/Set;10.0;2025-09-01;6.3;63.0;0.0;0.0;4460.4
350130 ALVARES MACHADO;2025/Set;74.0;2025-09-01;3.8;279.0;1.0;1.35;26545.97
350160 AMERICANA;2025/Set;828.0;2025-09-01;4.0;3288.0;49.0;5.92;974437.33
350170 AMERICO BRASILIENSE;2025/Set;548.0;2025-09-01;3.4;1874.0;15.0;2.74;510400.02
350190 AMPARO;2025/Set;331.0;2025-09-01;17.9;5933.0;14.0;4.23;701375.06
350210 ANDRADINA;2025/Set;271.0;2025-09-01;4.2;1138.0;33.0;12.18;301276.93
350220 ANGATUBA;2025/Set;125.0;2025-09-01;2.8;353.0;5.0;4.0;44700.71
350250 APARECIDA;2025/Set;420.0;2025-09-01;3.4;1408.0;17.0;4.05;548502.97
350260 APARECIDA D'OESTE;2025/Set;3.0;2025-09-01;2.7;8.0;0.0;0.0;774.06
350270 APIAI;2025/Set;296.0;2025-09-01;2.7;797.0;11.0;3.72;154132.23
350280 ARACATUBA;2025/Set;1190.0;2025-09-01;6.7;8004.0;116.0;9.75;4470626.03
350310 ARANDU;2025/Set;12.0;2025-09-01;4.3;52.0;0.0;0.0;5537.15
350320 ARARAQUARA;2025/Set;1823.0;2025-09-01;3.8;6854.0;71.0;3.89;4299156.56
350330 ARARAS;2025/Set;631.0;2025-09-01;4.0;2537.0;40.0;6.34;1363299.63
350340 AREALVA;2025/Set;26.0;2025-09-01;2.3;59.0;1.0;3.85;7030.35
350390 ARUJA;2025/Set;0.0;2025-09-01;0.0;0.0;0.0;0.0;0.0
350400 ASSIS;2025/Set;877.0;2025-09-01;4.7;4082.0;55.0;6.27;1543523.79
350410 ATIBAIA;2025/Set;334.0;2025-09-01;4.2;1418.0;25.0;7.49;355144.55
350420 AURIFLAMA;2025/Set;221.0;2025-09-01;1.7;385.0;3.0;1.36;191619.81
350450 AVARE;2025/Set;639.0;2025-09-01;3.8;2432.0;29.0;4.54;950925.35
350520 BARIRI;2025/Set;222.0;2025-09-01;3.1;685.0;6.0;2.7;111561.84
350530 BARRA BONITA;2025/Set;182.0;2025-09-01;3.0;541.0;7.0;3.85;188374.35
350550 BARRETOS;2025/Set;2783.0;2025-09-01;4.7;13129.0;166.0;5.96;8516343.7
350570 BARUERI;2025/Set;3364.0;2025-09-01;3.9;13234.0;107.0;3.18;3033593.54
350580 BASTOS;2025/Set;89.0;2025-09-01;2.9;262.0;0.0;0.0;29619.91
350590 BATATAIS;2025/Set;306.0;2025-09-01;3.5;1079.0;15.0;4.9;396442.32
350600 BAURU;2025/Set;3477.0;2025-09-01;5.5;19283.0;143.0;4.11;6426227.76
350610 BEBEDOURO;2025/Set;725.0;2025-09-01;2.8;2029.0;25.0;3.45;719841.0
