COD_MUNICIPIO;TOTAL_ESTABELECIMENTOS;ESTABELECIMENTOS_HOSPITALARES;ESTABELECIMENTOS_SUS;LATITUDE_MEDIA;LONGITUDE_MEDIA
250485;6;0;5;-7.63008376715;-36.60399779678334
250490;17;0;14;-7.14404919930625;-35.09457533479375
250500;18;1;11;-6.864780177123529;-36.35136729055294
250510;58;1;25;-6.491457478178845;-36.14874885234615
250520;16;0;10;-6.89444212415;-35.5232183109
250523;11;0;9;-6.913534887436364;-35.25328345589091
250527;18;0;7;-6.719444572409091;-35.26720288391818
250530;6;0;3;-7.538060265833334;-38.19688783936667
250535;16;0;11;-6.632172439400001;-35.913315930742854
250540;26;2;16;-7.288916276266667;-37.086589585238094
250550;18;0;10;-6.750327191846666;-37.569131043266665
250560;15;0;9;-7.42489070638;-38.2656759054
250570;19;1;13;-6.6039976019777775;-35.62473158143334
250580;7;0;5;-6.687405256571429;-35.41739490412857
250590;12;0;8;-7.106458899645454;-37.72126269267273
250600;87;2;32;-7.021810656940507;-35.82736423907722
250610;22;0;12;-7.330150461719048;-35.709932121161906
250620;16;1;7;-6.40313964824375;-36.45489014379375
250625;12;0;11;-7.582878268236363;-35.7914907282
250630;183;7;56;-6.844936605345455;-35.488573326849696
250640;24;2;14;-7.125995511118182;-35.42313432950909
250650;17;1;11;-7.2469986541499996;-36.48872560394375
250660;25;1;13;-7.498702483823809;-38.40475165097143
250670;19;0;13;-7.382606802489474;-37.51604222356842
250680;28;1;18;-7.27902352814;-35.616076751452
250690;62;2;25;-7.329374503083871;-35.33943259650162
250700;66;1;26;-7.30807907649;-38.154508282996666
250710;29;1;17;-6.828301938060714;-35.245070155975
250720;22;0;13;-7.380237538816666;-35.63640020717778
250730;24;1;13;-6.656830499595651;-35.28742845023913
250740;21;1;12;-6.54962477511;-37.803978980405
250750;3146;76;260;-7.114062585826776;-34.889890460155094
250760;16;0;10;-7.168674625;-35.584698375
250770;35;1;16;-7.051615767791429;-36.60541738628286
250780;18;1;7;-6.9938393083923085;-36.72134196033077
250790;26;0;15;-7.37402900555;-35.24032549057692
250800;23;1;10;-7.5394807915909094;-37.81544405501818
250810;17;1;10;-6.589795466786667;-37.91379626792
250820;22;0;9;-6.672397811476191;-35.378210796833336
250830;35;1;25;-7.168908917142857;-35.83328971542858
250840;15;1;8;-6.515501538421428;-38.180795078857145
250850;20;1;11;-7.376000914113333;-36.945325048246666
250855;14;0;9;-6.557864096507692;-35.40117470326154
250860;21;0;13;-6.91208719568;-34.87676193777
250870;13;0;9;-7.253952538590909;-37.425006102345456
250880;14;0;9;-6.906008452915385;-37.522853385784614
250890;94;2;42;-6.830696312834066;-35.129478943621976
250900;22;0;12;-7.7107122975571425;-38.1870151049381
250905;29;0;11;-6.75016171347931;-35.00069585447241
250910;41;1;23;-7.03236698122683;-35.31382414886342
250915;14;0;9;-6.8395781771357145;-38.34677799801428
250920;25;1;17;-7.191088952090909;-35.76453124359546
250930;19;0;8;-6.587513241176471;-35.04885196470588
250933;11;0;9;-7.1239538355375;-35.767442286025
250937;10;0;6;-6.542259120430001;-37.71961902204
250939;22;0;6;-7.265927795585714;-37.34539100866667
250940;20;0;14;-7.302103241;-35.481431216505264
250950;22;0;13;-7.088114294428571;-35.95846489423333
250960;13;0;7;-7.212585479572727;-38.57462151797272
250970;105;3;35;-7.8948989122417474;-37.12208884676602
250980;19;0;12;-7.018805515677778;-35.456808966172225
250990;13;1;10;-7.6410577872307694;-35.55414404914615
251000;14;0;11;-6.920581046792857;-38.325701705192856
251010;19;1;8;-6.4588611400105265;-36.20394633944737
251020;17;0;7;-7.47878572225;-38.03578061590625
251030;19;0;11;-6.652140632999999;-36.39570579182106
251040;18;1;7;-7.227590721428571;-37.749912471428566
251050;12;0;6;-7.005252675154545;-36.244320503299996
251060;12;0;8;-7.621173569440001;-37.15176661318
251065;10;0;8;-7.31950078208;-36.656106172390004
251070;12;0;6;-7.1357491277181815;-37.05011501887273
251080;362;9;94;-7.027763986290057;-37.28101035368097
251090;27;1;16;-6.598664369070371;-37.6173065649963
251100;16;0;9;-7.369307620613333;-38.06716926492666
251110;14;1;10;-6.756979023638461;-36.474774997661534
251120;50;1;26;-7.391178385212245;-35.11667295774082
251130;69;4;30;-7.1987735140090905;-37.93406548524
251140;51;1;23;-6.513327191611111;-36.34220286394222
251150;23;0;15;-7.266358120472727;-35.256716747545454
251160;12;0;7;-6.873752520227273;-35.61273583717273
251170;14;0;10;-6.8424381595214285;-35.53705739122857
251180;16;0;10;-6.78634163434;-35.495161382793334
251190;26;0;17;-7.47728785906;-34.818669597556
251200;32;1;20;-7.076850129925806;-36.06066776354516
251203;12;0;5;-6.393660990666667;-38.51494222039167
251207;12;0;5;-6.579837506458333;-38.50628033915
251210;98;3;38;-6.771137324248913;-37.7988981789163
251220;18;1;10;-7.695343982592857;-37.084803879249996
251230;75;2;36;-7.735813101445588;-37.993761766041175
251240;17;1;11;-7.154819234413334;-35.961206425419995
251250;61;1;32;-7.363009370488135;-35.902065666769495
251260;10;1;5;-7.030617339985715;-37.14858884497143
251270;38;2;19;-6.965886353905556;-35.797022747391665
251272;13;0;8;-6.6435882751076925;-35.295783613169235
251274;11;0;5;-6.5447775196272735;-35.65977821349091
251275;11;0;9;-7.246437487927273;-35.66426216653636
251276;12;0;6;-7.147706975599999;-35.26675781193333
251278;12;0;7;-7.466181309266666;-36.29202805459167
251280;16;0;8;-6.436251336375;-37.657333256581246
251290;42;0;20;-6.8067983991025;-35.0723337944325
251300;14;0;5;-7.092315871085715;-36.816851943042856
251310;23;0;14;-7.391234247434783;-35.464572326582605
251315;9;0;8;-7.746775125844445;-35.885596277644446
251320;19;1;9;-6.537912060636843;-38.06056969201579
251330;15;1;9;-6.724964794564285;-38.62562592803572
251335;13;0;9;-7.697089790263636;-38.559802149227274
251340;29;1;17;-6.870184428732;-36.918992510132
251350;21;1;14;-7.552887256431579;-38.330833543
251360;32;0;12;-7.37502434012;-38.00032189985
251365;11;0;4;-6.478132957270001;-38.47937064657
251370;165;4;67;-7.127754686464969;-34.98161237977834
251380;16;1;7;-7.082292821846154;-37.448876239600004
251385;14;0;7;-7.218371398016667;-36.60738993925833
251390;69;1;30;-6.483122892321739;-37.45166807417247
251392;19;0;11;-6.889189702505556;-37.72643807413888
251394;4;0;2;-7.6325295418;-36.432053446750004
251396;10;0;7;-6.81735032765;-37.93571761247
251398;15;0;9;-6.6222637816642855;-38.09064111872143
251400;14;0;10;-7.389967486623077;-36.5321319527
251410;17;0;7;-8.0710619273375;-36.77699277854375
251420;20;1;14;-6.941956978694737;-38.16376347131579
251430;10;1;5;-7.24923614996;-38.3010228714
251440;18;0;11;-6.838251240826667;-37.337870734586666
251445;10;0;7;-7.24517656;-35.373100210000004
251450;33;1;17;-7.110982687603225;-38.49535614316129
251455;10;0;7;-7.74498586949;-38.09827196882
251460;9;0;3;-7.2743820824625;-37.305848056625
251465;4;0;3;-6.212722026525;-37.352711102925
251470;14;1;9;-6.775426703757143;-36.7977678437
251480;11;0;8;-7.391519158072726;-36.80787446118182
251490;16;1;9;-6.92925640695;-37.09711116068125
251500;13;0;10;-7.250248009507692;-35.20686357063077
251510;25;0;13;-7.085347907241666;-35.83894299286667
251520;10;0;8;-8.144912210466666;-37.00559342174444
251530;77;2;37;-7.104230284945945;-35.23385133906351
251540;20;1;12;-6.93023991096;-36.4011101662
251550;34;1;14;-7.484281392839394;-36.67101823887575
251560;14;1;7;-6.687064516666666;-35.444065333333334
251570;11;1;8;-7.214252105736364;-38.370939741872725
251580;20;1;12;-7.181158659605001;-35.67682599706
251590;17;1;10;-6.819749314419999;-35.632461285893335
251593;14;0;10;-6.753189131523077;-35.43646615370769
251597;12;0;8;-7.143967323491666;-35.237809280791666
251600;65;1;23;-6.758158991514286;-35.6681462330625
251610;33;2;17;-7.06175158988125;-36.365550480134374
251615;10;0;7;-6.7588695452500005;-36.24329342271
251620;255;11;107;-6.764532163505882;-38.22916886904842
251630;68;1;26;-7.672078926092727;-36.88124680818364
251640;21;0;10;-6.5026247387;-35.61512410063334
251650;30;1;18;-7.212708464961538;-36.82896661342692
251660;25;1;12;-7.634771301429166;-37.876449599875
251670;34;2;22;-7.217140409525;-37.25078504145313
251675;9;0;6;-6.954259572377778;-36.62326197165555
251680;26;1;13;-6.5808884762769235;-38.58014452431154
251690;52;2;28;-6.522045692459184;-38.408598609575506
251700;24;2;17;-7.6971067378714295;-35.66910650208096
251710;11;1;5;-6.77166914034;-36.99025127577
251720;16;0;9;-6.5527088833375;-38.27154221226875
251740;4;0;4;-8.07770367995;-37.0963936304
260005;187;7;60;-7.910316146959007;-34.90989339617143
260010;122;4;57;-7.749297710614705;-37.63648584783922
260020;45;3;29;-8.535430343415555;-41.00882034681334
260030;60;3;30;-8.450565636207408;-35.948823822053704
260040;40;1;20;-8.706395414000001;-35.52458583667297
260050;53;2;32;-9.112171225221568;-37.12318003732941
260060;17;1;12;-8.475163973333334;-36.76026714
260070;48;1;33;-7.602350057976087;-35.230075027408695
260080;40;1;20;-8.488741638845454;-36.06256344153636
260090;23;1;16;-8.379811208178262;-35.452284504078264
260100;23;1;11;-8.88961863035;-36.28401649418636
260105;24;0;18;-7.750701025000001;-35.175473833333335
260110;132;7;93;-7.5863599551433065;-40.49667104757244
260120;200;6;72;-8.417738163067526;-37.0574197702567
260130;20;1;15;-8.417527459052632;-35.66253340431052
260140;63;3;31;-8.815705756310908;-35.19675670301818
260150;21;1;14;-8.611853889473684;-35.83289945652631
260160;38;1;19;-8.73107034761111;-38.995171335070374
260170;133;3;46;-8.33694643444754;-36.42659955982213
260180;25;1;10;-8.2610959832;-38.03063874426667
260190;115;2;46;-8.238246947493518;-35.760894833262036
260200;36;1;22;-7.756189507371428;-39.94316795049143
260210;60;1;21;-9.177203196683333;-36.68014932035
260220;45;1;29;-7.797284523532558;-35.592105841513956
260230;49;1;28;-8.475265255127272;-35.73220103444545
260240;17;1;9;-9.02405091794706;-36.56185162852353
260250;22;2;16;-7.348686877252381;-37.291071968404765
260260;53;3;34;-8.109899666464;-36.326631364594
260270;16;1;13;-7.72456606844375;-35.3259898363625
260280;62;1;39;-8.61163599957705;-37.150502749542625
260290;302;10;96;-8.282467356569967;-35.025984787275426
260300;74;1;34;-8.4966678538;-39.30890072550746
260310;32;1;16;-8.488066165133334;-36.239352572576664
260320;38;1;22;-8.794245036111112;-36.644752705555554
260330;19;1;12;-8.74172648866875;-36.33492407648125
260340;15;1;8;-7.939983458554545;-38.14413680962727
260345;226;2;70;-8.013189902128124;-34.986814749136606
260350;32;1;23;-8.360467715415625;-35.76566182938438
260360;16;1;10;-7.40842765309375;-35.27638754278125
260370;36;1;20;-8.87723103763889;-36.19433752428889
260380;28;1;16;-8.737459273653572;-36.627726886
260390;31;1;19;-7.800123785983333;-37.79190983901666
260392;26;1;15;-8.323323371865;-38.74916615089
260400;189;2;72;-7.8461696447224725;-35.25342095955
260410;968;18;154;-8.277193890477907;-35.97659149196512
260415;22;1;17;-7.751169541495239;-35.720718606290475
260420;39;1;25;-8.663324542486842;-35.72666410057368
260430;23;1;12;-7.72322301361579;-39.23401787680526
260440;20;1;13;-7.9977963585421055;-35.21429859350526
260450;34;1;19;-8.24367352642353;-35.461664234970584
260460;30;1;21;-7.586822607984615;-35.10348975485385
260470;21;1;14;-9.12126222895238;-36.336956368957146
260480;30;1;17;-8.475048609838462;-35.541579864565385
260490;32;1;17;-8.013561085943333;-35.70117595088
260500;40;1;19;-8.60699453506;-35.95062517786334
260510;64;3;35;-8.096284216446552;-37.64953741724138
260515;55;3;26;-8.459732441749056;-40.743068402633966
260520;72;3;43;-8.365406065024638;-35.24171224509131
260530;32;1;21;-7.50909589483125;-39.7153866086375
260540;38;1;23;-7.950380598873684;-35.3807863332
260545;11;0;5;-3.8474133065272724;-32.41535474178182
260550;18;1;10;-7.45453614899375;-35.24221999845625
260560;31;1;19;-7.882589401416666;-37.953029452803335
260570;51;3;23;-8.596238807246;-38.540123069774
260580;22;1;10;-7.940122605909524;-35.914527831966666
260590;29;1;17;-8.588570783530768;-35.385457806350004
260600;624;8;112;-8.887924574588062;-36.483597480127166
260610;39;1;27;-7.999611607102564;-35.30329530720257
260620;160;4;71;-7.573526128863025;-34.98428365294118
260630;16;1;9;-7.732544116953333;-39.6448910898
260640;210;1;35;-8.203310617567583;-35.56649646793517
260650;26;1;16;-9.071322668;-36.808368496
260660;37;1;25;-8.542134101675;-37.703169416047224
260670;22;1;13;-8.58386669467;-36.19239513248
260680;137;1;72;-7.87959887731603;-34.98979623686794
260690;18;1;14;-7.824340984066668;-37.50514697199444
260700;24;1;16;-8.899620709308333;-37.82152647548333
260710;15;1;7;-7.678700787935715;-37.46214662278572
260720;172;3;62;-8.421561518178182;-35.05924011886243
260730;33;2;19;-7.615829586803031;-40.177122050845455
260740;22;0;10;-8.741583550322728;-38.68734943448182
260750;26;1;16;-8.946903374042307;-37.422345919926926
260760;36;0;21;-7.755299637319443;-34.83355253326945
260765;46;1;22;-7.399241668780489;-35.12451814456097
260770;25;1;18;-7.378018236479167;-37.178743188625
260775;33;0;24;-7.770376693333334;-34.90362865666667
260780;27;1;16;-7.66810503955;-35.09773575935769
260790;764;16;185;-8.15723390959819;-34.942127861988716
260795;21;1;14;-8.772564407266666;-35.79215818045238
260800;29;1;16;-8.00268877532069;-36.50891825171034
260805;28;1;17;-9.181968384428;-38.24930003636
260810;43;1;29;-7.858788985323078;-35.589956797812825
260820;15;1;10;-8.625188716730769;-35.527194227015386
260825;24;1;15;-8.694379071383333;-36.4746448164625
260830;28;1;16;-8.709054316892857;-36.41402013565
260840;24;1;15;-8.721736954738095;-36.140936975080955
260845;30;1;22;-7.843528703006897;-35.31124871122414
260850;27;1;20;-7.93001370995;-35.29478283978846
260860;21;1;13;-9.129033373485715;-36.46621478760952
260870;25;1;17;-8.659240795652174;-35.91870633913044
260875;44;1;19;-8.989434693602327;-40.22922790588837
260880;63;2;23;-8.663944043130357;-36.320023175175
260890;178;3;66;-7.875782488327647;-35.45137684226706
260900;36;2;26;-7.555266033528125;-35.451161441409376
260910;26;1;19;-7.6872929794291665;-35.514700748016665
260915;28;1;17;-8.965765247221428;-37.62597683932857
260920;12;1;8;-8.785426177436364;-35.81237403788182
260930;22;1;11;-8.122813667338095;-38.72386843012381
260940;59;2;36;-8.118987647007273;-35.094920788963634
260950;46;2;29;-7.7462205807697675;-35.2290938511907
260960;456;7;89;-7.993952985781385;-34.849897793571124
260970;34;1;24;-7.739741036196774;-35.609067682241935
260980;28;1;15;-8.588589186065384;-39.58559201757308
260990;107;4;54;-7.892437388232323;-40.10825148534747
261000;182;6;95;-8.678247177559877;-35.590111595390745
261010;15;1;9;-9.00718383525;-36.323949680678574
261020;42;1;29;-8.6635771883725;-36.0193816849875
261030;26;1;13;-8.919699119673076;-36.662259442111534
261040;38;1;26;-8.096164520692104;-39.60839393441053
261050;40;1;29;-7.9856589653975005;-35.5793921763575
261060;65;3;45;-7.904642587309677;-35.170313929712904
261070;332;10;111;-7.937589612636729;-34.86893083935062
261080;35;1;21;-8.498674922674287;-36.94230643226572
261090;119;5;50;-8.361211186597;-36.699838114006
261100;76;2;27;-8.981026386227535;-38.23418777902609
261110;1014;23;152;-9.375755867046005;-40.49884541156299
261120;24;1;10;-8.230673989134782;-36.68655019397826
261130;46;1;24;-8.145864340726192;-35.39706164927143
261140;18;1;13;-8.33330917170625;-35.35333700131875
261150;29;1;20;-8.827424610820689;-36.02942842373448
261153;11;1;7;-7.69135459818;-37.81090968182
261160;4686;103;414;-8.06838267833737;-34.90227151563622
261170;41;1;23;-8.124094931150001;-35.86177958413056
261180;50;4;30;-8.503796338459999;-35.37194551119429
261190;24;1;17;-8.663245625426088;-35.15738060290435
261200;24;2;13;-8.315785575773914;-35.703957119900004
261210;22;1;16;-7.9393640620954535;-35.63436840979091
261220;152;3;51;-8.078818740139706;-39.121804765
261230;26;1;15;-8.9131489805;-36.56819681005769
261240;45;1;21;-8.362469676936842;-36.560844376689474
261245;25;1;13;-8.247670011826088;-40.33571181640435
261247;20;1;13;-7.832621142738889;-38.15976529787222
261250;187;2;47;-7.950793200621111;-36.21327511851944
261255;22;1;14;-8.161883738628571;-40.608340408766665
261260;63;1;23;-8.77860833637377;-39.80932011875246
261270;16;0;13;-7.8372392778;-35.89082015251875
261280;20;1;13;-7.386472772515001;-37.470795940929996
261290;16;1;7;-8.73275067142857;-35.8301809
261300;91;1;27;-8.524348898782954;-36.4443732302
261310;41;1;22;-8.327690567394871;-36.14154395305128
261320;36;1;21;-8.867866680027777;-36.37481484466111
261330;36;1;20;-8.452983182991428;-35.827343471365715
261340;37;1;21;-8.88748359724;-35.14662392648285
261350;40;2;21;-7.8664777923421045;-38.75939976099737
261360;80;4;41;-7.483600109651351;-37.278650778224325
261370;134;3;53;-7.9970049119853845;-35.03650749597923
261380;25;1;17;-7.590666058820833;-35.489367863604166
261390;279;10;89;-7.987680571554407;-38.295499898301145
261400;32;1;17;-7.91138571997931;-39.29872520875518
261410;59;3;27;-8.101972362451786;-37.290626653848214
261420;45;2;25;-8.591273770502564;-35.11561810065641
261430;16;1;13;-7.61628558329375;-39.5412874235125
261440;14;1;9;-7.599347857142857;-37.65520313571428
261450;95;2;49;-7.844695083276923;-35.7634766277945
261460;45;2;29;-7.586274075485365;-37.53926559496829
261470;26;0;14;-8.325695176530434;-36.288308721747825
261480;26;1;17;-9.098360832016;-38.128419337391996
261485;30;1;18;-8.747708528541379;-35.114831865075864
261500;34;1;26;-7.755556282608823;-36.141499678291176
261510;17;1;11;-9.051520290358823;-36.63144536925883
261520;14;1;8;-8.203986342857144;-39.354209742857144
261530;101;2;41;-7.5143413030760415;-35.31855768833646
261540;77;1;22;-8.006248984325675;-36.05771407782838
261550;17;1;11;-7.80292737006875;-35.23666635841875
261560;48;3;19;-7.756016591672093;-40.270806713023255
261570;31;1;13;-7.831614828877777;-38.095503444374074
261580;34;1;23;-8.745847194214704;-37.32918372925294
261590;26;1;18;-7.612366036066667;-37.303094459519045
261600;32;1;23;-8.578363808462068;-36.868429680655176
261610;17;1;8;-7.93612834861875;-38.9761050472875
261618;18;1;10;-7.773148196825;-35.8499808937375
261620;37;2;22;-7.904188351532258;-35.987337508306446
261630;35;2;28;-7.656316309322857;-35.33125765879714
261640;336;6;75;-8.115111625672645;-35.29326137905684
261650;22;1;20;-8.811263747619048;-35.6316367
270010;28;1;18;-9.246870847392309;-37.88728614162308
270020;21;1;17;-9.683316983676471;-36.30405673578235
270030;533;13;100;-9.749079933855;-36.65782785248673
270040;50;2;25;-9.507291901724445;-36.030843557480004
270050;17;0;13;-9.406732815964286;-35.50717184536428
270060;20;0;11;-9.836026753176471;-35.91345891976471
270070;27;1;16;-9.676435678199999;-37.12360068725652
270080;10;0;6;-9.572599175677778;-36.48914802564444
270090;12;0;7;-9.828302069683334;-37.243254457575
270100;37;1;20;-9.646698569848573;-36.20464702479714
270110;17;0;11;-9.2436689025;-36.0105598830625
270120;20;0;8;-9.413890488282352;-36.9794342419
270130;21;1;15;-9.396555194221051;-36.15566008409474
270135;6;0;5;-8.855855474;-35.567510385999995
270140;48;1;32;-9.8160554218525;-36.307142643362496
270150;12;0;5;-9.95890402764;-36.791122552039994
270160;20;0;14;-9.195462599642104;-37.564662221984214
270170;25;2;18;-9.401416271865;-36.0808978752
270180;14;0;7;-9.482336674754546;-37.36822123417273
270190;12;1;7;-9.2560591164;-36.29641067299
270200;20;0;11;-9.633853647955554;-36.580844650977774
270210;26;1;17;-8.909305536700002;-35.72180383759167
270220;13;0;9;-9.637370995381817;-35.79467274123636
270230;59;2;38;-10.155398678253572;-36.17339642393929
270235;24;1;18;-9.648470619736363;-36.76584651477727
270240;77;3;31;-9.382668724431944;-38.01333370545
270250;15;0;8;-9.36332149718;-37.0891415569
270255;22;0;11;-9.393151079745;-36.757207096100004
270260;23;0;15;-9.898796859842106;-36.67776912823158
270270;5;0;3;-10.293455820366667;-36.30608797073333
270280;13;1;11;-9.272352238418181;-35.72017531880909
270290;39;2;26;-9.865436429352942;-36.82651064122353
270300;15;1;13;-8.973772665666667;-35.93196509951667
270310;33;0;27;-9.540543290068;-36.651172045072
270320;27;0;17;-10.134774267020832;-36.622261902958336
270330;18;1;12;-9.228877207983334;-37.7409013733
270340;15;0;7;-9.658235458853845;-37.20770671993077
270350;5;0;4;-8.86317925;-35.45922925
270360;12;0;9;-9.091396744755555;-35.266935869911116
270370;17;0;8;-9.657828681291667;-36.995288245925
270375;17;0;13;-9.99416564018;-36.032659520500005
270380;21;1;17;-9.134267031735;-35.748870550095
270390;7;0;5;-8.936068666666667;-35.567727233333336
270400;37;1;17;-9.926916790997222;-36.475423820625004
270410;30;1;15;-9.828967812140741;-36.736797374670374
270420;42;1;24;-9.73195715232353;-36.50190569329411
270430;2265;53;266;-9.643022279924873;-35.73049932378007
270440;16;1;12;-9.513728564438463;-37.06290941971538
270450;31;1;21;-9.006159762127588;-35.22298477164828
270460;18;0;8;-9.2290435650375;-37.35041035466875
270470;60;1;38;-9.707875642854546;-35.86272651896364
270480;21;1;16;-9.57391940172381;-36.30608638828571
270490;7;0;5;-9.449444993933334;-36.388414557716665
270500;16;1;13;-9.11377996139375;-37.73396024335
270510;31;1;18;-9.150121090339285;-35.539583733
270520;17;0;14;-9.38143967061875;-35.8383410733
270530;8;1;4;-9.309473048314286;-36.86622116145714
270540;14;0;9;-9.60530152795;-37.25335054254167
270550;31;1;17;-9.315803988328;-35.939737387768
270560;17;1;13;-8.941595566119998;-35.66159310892667
270570;27;0;15;-9.531133249508335;-37.288939619
270580;9;0;4;-9.50006978055;-37.8336806107375
270590;13;0;5;-10.06112361848;-36.78364813328
270600;14;0;7;-9.512039161423077;-37.193235375076924
270610;14;0;6;-9.1378645394;-37.364070252833336
270620;7;0;6;-9.669562532914286;-37.32606359890001
270630;146;4;62;-9.4035544843352;-36.62023973832719
270640;30;1;19;-9.73703090386;-37.44073458576
270642;17;0;11;-9.250816479164705;-38.007412142411766
270644;19;0;14;-9.463765796444443;-35.55033314675
270650;22;0;14;-9.2508806025;-35.48620981971176
270660;9;1;7;-9.3667091786875;-36.369715251375
270670;115;3;46;-10.27560018245463;-36.55780466122685
270680;21;1;13;-10.40285129073158;-36.43361070068948
270690;30;1;22;-9.595308489985186;-35.95716907856296
270700;5;0;4;-9.48110526804;-36.27752870322
270710;38;1;18;-9.57299291373889;-37.74996175952778
270720;23;0;12;-9.294511009173684;-37.291245698542106
270730;33;2;23;-9.048457646446668;-35.40145398652333
270740;17;0;10;-9.170236158353333;-35.324781309200006
270750;34;0;16;-10.164371048129999;-36.80493788501
270760;21;1;10;-9.318671464853333;-36.47400925962667
270770;60;1;37;-9.486210344952543;-35.84349737147119
270780;6;0;5;-9.840554445683333;-35.980218803516664
270790;8;0;8;-9.600342931275;-35.8225491027
270800;90;2;42;-9.376407193397592;-37.24833822014819
270810;18;0;15;-9.156558789176923;-36.2183605281
270820;14;1;6;-10.111981959383334;-36.87277682125
270830;26;1;19;-9.06312346425;-36.031188372275004
270840;37;1;23;-9.551617509948647;-37.40938446388919
270850;35;1;28;-9.318290792893547;-35.56078920527097
270860;82;1;35;-9.784259112277777;-36.097682359787505
270870;12;0;7;-9.253534809018182;-35.36462353344546
270880;53;1;26;-9.926534724296078;-36.54615902273922
270890;20;1;16;-9.568134488947369;-35.827961485815784
270895;15;0;10;-9.432862997625;-37.476087522674995
270900;11;0;8;-9.53493755357;-36.43212151092
270910;31;0;20;-9.640422514917857;-36.50159762047857
270915;58;1;26;-9.917250079317647;-36.36173967714118
270920;24;1;17;-9.942618461410001;-36.991945233105
270930;84;2;42;-9.227157091435135;-36.04041019263919
270940;42;1;19;-9.367996554145947;-36.2467653905946
280010;9;0;4;-10.136341771428572;-36.92286287142857
280020;26;1;11;-10.27198323051923;-37.03423646313461
280030;3807;44;189;-10.927080275615586;-37.06017501131199
280040;16;1;10;-11.275079926933333;-37.61743693663333
280050;24;0;12;-10.774341050129166;-37.33195097509583
280060;47;0;22;-10.902973183268182;-37.0246456219
280067;36;2;18;-11.14462290419143;-37.615204785645716
280070;5;0;4;-10.46299418988;-36.46993052958
280100;29;0;9;-10.742688034482759;-37.50857141724138
280110;11;0;5;-10.173677777777778;-36.97192222222222
280120;31;1;19;-9.667197830379312;-37.802188705410344
280130;37;2;22;-10.521994351422222;-37.07563621486111
280140;23;1;9;-10.367192996333333;-37.699005803657144
280150;20;0;8;-10.652112601176471;-36.98202299839412
280160;12;0;7;-10.25612538469091;-36.8840323526
280170;24;1;11;-11.471201007054168;-37.754687541083335
280190;9;0;5;-10.362908357225;-37.1782104705625
280200;8;0;5;-10.680716173957142;-37.15131414702857
280210;99;3;35;-11.261256361505374;-37.43034940185484
280220;11;0;3;-10.25932675234;-37.32706892439
280230;16;1;10;-10.53493545225;-37.553843997925
280240;10;0;7;-9.975984;-37.0972165
280250;7;0;4;-10.685655259928572;-36.979552272685716
280260;10;0;3;-10.23265654696;-37.192861633199996
280270;9;0;6;-10.4345224942;-36.54068491937143
280280;24;0;11;-11.475441643358332;-37.501832370645836
280290;225;4;57;-10.685454202646119;-37.42801999997717
280300;44;1;27;-11.266122043800001;-37.78200976865952
280310;8;0;3;-10.1273208756;-37.1086444056125
280320;55;1;25;-11.00855013945098;-37.31803567247843
280330;30;1;23;-10.581583859128571;-36.931089813899995
280340;18;1;12;-10.40738106351111;-36.789762636055556
280350;176;5;61;-10.91690763783851;-37.6607338335528
280360;30;0;17;-10.806142476089654;-37.15984653766896
280370;13;0;6;-10.660025977692309;-37.558295198038465
280380;9;0;5;-10.343359706175;-36.928236633525
280390;14;0;5;-10.662435714285715;-37.30084685714286
280400;17;0;10;-10.745717225846667;-37.095833660526665
280410;20;0;7;-10.592967392972222;-37.35052969931667
280420;15;0;7;-10.041244270773332;-37.56986459146666
280430;9;0;5;-10.410173111111112;-36.96503285555556
280440;38;0;15;-10.320667620206061;-36.579325056257574
280445;11;0;5;-10.42514541037;-37.47601469224
280450;73;1;31;-10.210857749443859;-37.41660489257193
280460;35;1;21;-10.491912242592592;-37.20638963361481
280470;10;0;4;-10.07146306458889;-37.03768285203333
280480;143;1;60;-10.859882549175806;-37.09380873491694
280490;13;0;8;-10.483541960253847;-36.64733220003846
280500;8;0;4;-10.620757125;-37.6799065
280510;9;0;6;-11.191414610312501;-37.6709731537125
280520;6;0;4;-10.560124333333333;-37.72979333333333
280530;19;0;6;-10.702222691253333;-36.839005902753335
280540;22;1;13;-9.828534613181818;-37.6914694
280550;38;0;19;-10.643275017176668;-38.25942997289667
280560;25;2;16;-9.911381489783333;-37.250008493025
280570;70;1;36;-10.2318101552125;-36.8527038506
280580;24;1;10;-11.06282708872381;-37.75094563438571
280590;12;2;10;-10.72961084091;-37.1992864458
280600;31;1;7;-10.53884648386;-37.43243828583
280610;17;1;8;-10.690901654823078;-37.03034840672308
280620;35;0;14;-11.040181619293751;-37.46745649901875
280630;15;0;11;-11.352561100807142;-37.47897238157857
280640;6;0;5;-10.28987145;-36.61975566666667
280650;8;0;5;-10.631281380657143;-37.222875395842856
280660;8;0;6;-10.773889285714287;-37.02030657142858
280670;64;1;33;-10.972632654123728;-37.164440747723724
280680;16;0;4;-10.811230106666667;-37.56142750666666
280690;6;0;4;-10.3471373034;-36.88414782284
280700;9;0;2;-10.400803154055556;-37.378148844399995
280710;84;1;20;-10.714768779398668;-37.784002108134665
280720;12;0;5;-10.429791066666667;-37.444900258333334
280730;8;0;3;-10.206882744885714;-36.87932729034286
280740;77;0;32;-11.152063692944777;-37.95312418320448
280750;17;0;9;-11.373049830952942;-37.84595179762941
280760;22;0;13;-11.379380117686365;-37.658109331300004
