COD_MUNICIPIO;TOTAL_ESTABELECIMENTOS;ESTABELECIMENTOS_HOSPITALARES;ESTABELECIMENTOS_SUS;LATITUDE_MEDIA;LONGITUDE_MEDIA
130280;16;1;9;-1.9911616014266669;-65.44549437267334
130290;67;1;28;-3.4627387363793654;-57.75574999430158
130300;24;1;12;-2.113652644795238;-56.880746984733335
130310;31;1;25;-3.867988833783871;-59.00560904510323
130320;20;1;10;-2.6267314598;-60.94765347973334
130330;20;1;13;-5.181666820969999;-60.40939501519
130340;113;2;46;-2.6385568586215684;-56.740514351515685
130350;14;1;7;-7.734147443707693;-66.97803267072308
130353;50;1;23;-1.9524298689387756;-59.992683061910206
130356;39;1;16;-2.712241280074359;-59.660918613469235
130360;39;1;6;-0.3491649223692308;-65.10664592875128
130370;26;2;14;-3.083360119573077;-68.08036742815
130380;61;5;35;0.06458427979999999;-67.1417498221069
130390;26;1;14;-3.47652052378;-68.990439251928
130395;9;1;6;-2.569077368033333;-57.908018633977775
130400;20;1;10;-2.840815010478947;-58.28870063718421
130406;58;4;26;-4.244180207992453;-69.90207353856981
130410;21;1;13;-5.659531536336842;-63.39700464844211
130420;64;3;31;-3.3591294368571427;-64.70688030074108
130423;17;1;10;-2.836899886229412;-67.73819783154117
130426;15;1;11;-2.9785398461266666;-65.14070259457334
130430;20;1;11;-2.516776464161111;-57.72802521448333
130440;18;2;11;-3.0956103448764707;-58.12334388917059
140002;55;0;10;3.6540539757941177;-61.368193820674506
140005;64;2;21;2.9506484710870966;-61.51369469521452
140010;1111;9;134;2.831137320264799;-60.68744810079384
140015;45;1;16;3.014533744046511;-59.9494568259279
140017;45;0;19;2.523535995971795;-60.62417716369744
140020;38;1;14;1.778679934177778;-61.06390719464815
140023;19;1;7;0.8059529560666667;-59.55327826545556
140028;22;0;5;2.164376142590476;-61.08940574609524
140030;35;1;17;2.476686639426471;-61.03731324519411
140040;115;1;17;3.9105411488457142;-59.854777919811426
140045;97;2;35;4.3621029176216215;-60.990337490818916
140047;45;2;25;0.7836299433688888;-60.51641453096
140050;17;1;6;0.9548221566999999;-59.88097081974375
140060;22;1;9;1.0165291517904762;-60.06005589979524
140070;99;0;19;4.588113804557303;-60.18512565118764
150010;169;9;52;-1.723300805232258;-48.88014038107032
150013;8;1;6;-4.9576351470875;-48.4090334176375
150020;40;1;25;-1.9775309085948716;-48.24090344743846
150030;44;1;9;-0.30771607556279074;-50.65300156031163
150034;39;1;21;-6.80442562704359;-50.40787457006923
150040;31;2;13;-1.9263018784111112;-54.720313102137034
